Close_AAL,Close_ALGT,Close_ALK,Close_DAL,Close_HA,Close_LUV,Close_BCS,Close_CS,Close_DB,Close_GS,Close_MS,Close_WFC,Close_BHC,Close_JNJ,Close_MRK,Close_PFE,Close_RHHBY,Close_UNH,Close_AAPL,Close_AMZN,Close_FB,Close_GOOG,Close_IBM,Close_MSFT,Close_SP500
1.18,-1.54,-0.95,0.56,-0.11,0.39,1.08,1.37,0.63,1.29,1.7,0.59,4.01,1.11,0.44,0.18,0.92,0.03,-0.09,-0.2,0.71,0.3,1.79,0.95,0.88
0.91,0.07,0.54,-0.02,-0.29,-0.23,1.6,2.7,2.77,1.61,1.18,1.29,1.61,0.76,1.69,0.12,1.23,1.06,1.29,0.08,-0.83,0.04,0.44,0.85,1.24
1.2,0.52,-0.05,1.01,-0.48,1.06,0.23,0.14,0.16,-0.26,-0.37,-0.4,-0.72,0.22,-0.25,0.18,0.23,-0.29,-0.53,-0.14,0.37,-0.25,-0.21,-0.27,-0.16
-1.32,0.18,0.37,-0.59,-0.16,-0.18,-1.05,-0.09,-0.16,-0.47,-0.95,-0.26,-10.49,-0.48,-0.02,-0.61,0.58,-0.01,-1.12,1.87,0.87,1.89,-0.46,0.5,-0.22
0.62,1.66,0.42,0.42,0.84,1.19,0.3,0.32,1.68,1.05,1.18,1.12,-0.73,0.78,0.95,1.26,0.78,1.26,1.8,2.78,1.26,1.85,1.58,1.07,1.06
-1.61,-2.31,-1.61,-1.92,-2.46,-2.23,-1.28,-1.13,-1.61,-0.83,-0.98,-0.72,0.93,-0.24,-0.17,-0.24,0.06,-0.75,-1.31,-0.71,-0.97,-0.72,-0.31,-0.42,-0.72
-1.05,-2.63,-1.14,-0.94,-3.15,-0.67,-0.92,-0.96,-1.31,-0.98,-1.3,-0.97,-0.66,-1.02,-0.81,-1.44,-1.74,-1.08,-1.92,-1.91,-1.47,-1.57,-1.23,-1.47,-0.94
-5.31,-7.29,-15.96,-11.34,-15.77,-6.18,-11.65,-11.07,-8.2,-11.78,-15.47,-8.52,-15.85,-5.55,-4.09,-5.92,-5.66,-7.15,-7.48,-13.92,-8.81,-7.69,-4.69,-6.92,-7.52
1.12,3.68,1.61,0.89,4.87,0.17,1.05,0.0,-0.72,1.51,0.97,1.83,4.95,1.93,2.25,2.44,1.17,1.4,2.19,1.92,3.07,2.02,1.33,2.85,1.67
-4.41,-1.59,-0.03,-1.85,1.47,-1.73,-5.27,-3.06,-4.77,-3.58,-4.35,-3.59,-1.19,-1.91,-1.27,-0.96,-2.98,-1.35,-2.4,-3.85,-3.46,-2.84,-2.17,-3.99,-2.16
0.26,-1.62,-2.44,3.28,-3.22,-0.43,-1.92,-1.12,-2.58,0.78,1.12,-1.25,0.32,0.52,0.39,-0.39,1.32,3.03,-0.48,0.75,0.31,1.06,-1.48,-0.84,0.05
0.51,4.99,0.16,-0.59,0.16,-0.76,-2.51,-3.57,-5.34,-1.96,-3.88,-0.71,0.42,-1.79,-1.54,-0.1,-1.02,1.96,0.13,-0.47,-0.96,-0.48,-4.88,0.45,-1.17
1.87,-3.56,8.11,1.82,0.62,0.51,1.34,-2.69,-3.88,-1.37,-1.82,0.29,1.03,0.2,0.73,-0.26,-0.34,-1.12,-0.51,0.57,-0.2,1.17,0.86,-0.61,0.52
0.93,1.49,0.34,0.52,2.23,-1.27,3.48,2.82,2.58,3.44,3.35,2.1,-1.85,0.84,0.84,0.43,2.82,0.73,5.32,3.71,4.01,2.64,-0.33,3.59,2.03
-3.19,-0.95,-4.21,-1.75,0.13,-2.05,-5.46,-2.86,-6.24,-3.66,-2.46,-2.77,4.55,-0.36,-0.84,-0.68,-0.4,-0.83,-1.95,0.03,-0.95,-1.87,-0.34,-0.96,-1.56
1.95,2.02,2.21,0.37,2.31,0.45,2.69,1.33,4.42,2.2,2.04,1.26,6.41,4.96,1.04,0.56,0.15,0.51,0.55,0.79,0.34,0.19,0.42,0.73,1.41
0.13,-2.28,-1.84,-3.01,11.41,-2.81,-2.81,-0.4,-1.29,-0.47,-0.47,0.64,-4.2,0.97,-2.1,-0.49,0.4,-1.43,-6.57,-2.98,-2.97,-1.83,-1.33,-1.82,-1.09
-3.91,-3.62,-2.07,-3.4,-3.44,-2.95,0.0,-0.97,-3.58,2.17,-0.79,0.72,-8.8,0.11,-2.32,-1.05,-2.98,-0.85,0.72,8.91,15.52,4.42,1.04,1.64,0.55
2.23,5.04,2.67,2.52,1.18,3.95,3.95,2.77,0.73,2.87,2.82,2.68,4.76,2.12,2.99,0.96,1.73,3.39,3.45,-7.61,2.84,1.64,2.1,5.82,2.48
-0.97,-3.12,-1.14,0.65,5.25,-1.44,-14.01,-23.82,-4.08,-7.76,-8.35,-3.96,1.15,-2.03,-1.76,-2.23,-2.5,-0.01,-0.72,-11.23,-9.45,-6.99,-1.64,-7.26,-2.3
1.89,0.1,3.12,3.41,2.56,3.86,2.91,0.88,4.49,1.29,2.15,-0.23,3.71,0.18,1.65,-0.6,0.28,2.74,1.53,2.49,3.53,2.52,2.74,2.6,1.65
0.51,1.18,0.77,0.78,3.08,1.27,-3.56,-1.9,-4.68,-2.13,-1.11,-0.83,-0.57,1.7,-0.55,-0.27,1.74,-0.72,-1.9,-1.7,-1.64,-1.56,5.04,-0.44,-0.47
0.56,0.58,0.03,0.56,1.51,0.79,0.22,-1.79,-1.11,-0.56,0.17,0.75,-9.69,-0.08,-0.4,-0.2,0.25,0.2,-0.23,1.89,1.06,0.51,0.48,-0.71,-0.0
2.72,-0.19,0.07,4.49,3.42,3.84,0.98,1.37,2.9,1.28,2.25,2.29,-10.67,0.57,1.3,1.9,0.71,3.05,0.87,4.6,2.48,0.79,0.52,1.6,1.45
-1.13,1.98,0.48,0.27,0.39,0.64,-3.33,-2.99,-4.08,-2.61,-3.38,-2.22,4.41,-0.64,-0.45,-0.3,-1.26,-0.1,-2.26,-1.17,-1.59,-1.5,-1.02,-2.79,-1.25
0.69,2.18,1.18,-0.02,3.22,0.68,-0.78,1.47,-1.44,0.45,0.0,-1.02,5.75,0.85,0.04,0.2,0.84,-0.78,1.49,0.2,1.35,0.53,0.3,0.35,0.44
1.72,2.79,1.78,0.53,1.1,2.97,3.47,2.28,2.01,1.85,3.88,0.29,1.05,1.35,0.87,1.9,0.71,0.83,0.69,0.2,1.11,0.88,1.28,1.44,1.13
-1.18,-3.71,-0.45,-2.72,-1.04,-0.99,0.76,1.49,3.28,1.35,2.15,0.67,-4.79,-0.56,-0.71,-1.18,0.03,0.11,0.16,0.01,-0.14,-0.1,-1.84,-1.54,-0.19
0.32,0.53,-0.9,0.79,0.89,-0.52,1.4,-2.34,-0.75,-0.48,-1.83,-2.39,-18.41,-0.54,-0.85,-1.85,-1.87,-1.84,-0.23,-0.49,-0.93,-1.04,-0.76,-0.82,-0.81
3.88,3.0,7.97,-0.73,6.35,4.46,-0.21,17.93,19.78,2.65,4.9,6.31,4.92,2.33,5.72,1.45,-2.31,5.14,6.03,3.77,2.78,4.69,8.97,4.5,4.52
-1.13,0.78,0.25,-0.27,-0.7,-0.46,-1.17,-2.61,-2.14,-0.95,-1.85,0.2,-51.46,0.09,-1.24,-1.86,-0.73,-0.3,2.01,0.64,0.71,-0.3,0.13,0.79,-0.18
0.47,1.36,0.68,2.11,2.51,1.22,0.64,-4.38,-4.17,-0.98,-1.06,-0.88,0.09,-0.32,-0.92,-1.69,0.39,0.04,1.33,-0.48,1.36,1.07,1.28,1.42,0.56
-0.5,-1.87,0.56,-0.31,-2.43,-1.25,-0.32,0.96,-0.98,1.57,2.74,0.38,-11.48,-0.62,-0.79,1.03,-1.19,-0.3,-0.16,-2.58,-1.03,0.23,1.55,0.57,0.66
3.18,2.31,1.3,2.94,0.9,2.06,1.28,2.3,0.78,3.07,1.66,1.63,-9.13,0.71,1.4,0.37,-2.27,1.76,0.11,-1.32,0.39,-0.02,0.03,-2.14,0.44
0.07,1.1,0.28,0.14,1.37,1.1,-1.37,-0.53,-1.04,-0.83,-1.29,0.26,7.41,-0.2,1.05,2.11,0.83,0.02,-0.01,0.34,0.36,0.61,1.05,0.69,0.1
-1.63,-0.37,-0.28,-1.46,-0.34,-0.84,-3.86,-1.93,-1.89,-1.34,-0.39,-0.59,10.04,0.09,0.44,1.03,0.07,1.01,0.76,1.17,0.36,-0.18,-0.36,0.39,-0.09
-1.96,0.27,-1.11,-0.97,0.82,-0.4,-1.45,-0.2,-3.79,-0.08,-2.21,-1.21,4.83,1.04,0.09,-0.63,-0.1,1.38,-0.55,1.63,0.26,-0.36,-1.82,-0.18,-0.64
-3.39,-1.13,-0.65,-2.19,-0.9,-0.83,-1.02,-2.45,-2.56,-0.7,-1.35,-1.73,-7.0,-0.18,-0.02,-0.36,-0.82,-0.92,-0.43,2.34,0.45,-0.37,1.75,0.44,-0.04
1.01,1.95,1.12,0.75,-0.97,-0.57,0.57,0.35,0.4,0.55,-0.84,-0.41,-7.17,-0.07,-0.45,-1.0,-0.1,0.26,-0.45,-0.53,0.57,-0.24,0.3,-1.24,0.05
1.08,2.6,1.06,1.93,3.03,1.89,0.0,-1.46,-0.91,0.77,0.24,-1.33,0.42,0.84,0.93,0.91,2.16,0.71,2.37,2.41,2.15,1.53,0.63,2.19,0.88
0.07,-0.45,-0.02,0.41,0.15,0.76,-1.02,0.14,-1.89,0.95,1.17,1.25,-6.59,-0.15,-0.19,0.07,-0.33,-0.12,1.75,0.81,-1.24,0.77,-0.62,0.62,0.44
-0.89,-1.08,-0.38,-1.32,-0.21,-0.4,-1.03,-0.63,-1.05,0.31,-0.24,-0.6,-2.84,-0.72,-0.58,-1.43,-0.03,-0.6,-0.52,-0.84,-0.52,-0.74,2.05,0.33,-0.2
-2.61,0.91,-0.18,-1.31,5.4,2.32,10.09,6.72,2.48,1.83,3.48,1.39,25.86,1.54,5.76,9.78,3.72,-0.88,2.8,3.57,-3.15,0.91,-0.15,0.22,1.1
3.08,0.77,-0.01,0.94,0.68,1.9,0.21,-0.46,-0.46,0.66,1.12,-0.49,-2.24,-0.03,0.88,0.34,0.66,0.17,0.05,0.96,0.3,0.2,-0.05,0.02,0.02
-0.63,-1.63,0.64,-2.04,0.18,0.71,-0.53,-0.8,0.12,-1.49,-1.57,-1.11,-0.68,0.31,-0.55,-0.46,-0.28,-0.51,-2.01,0.83,-1.08,0.77,0.37,0.52,-0.1
0.02,2.04,-0.17,-2.0,-0.42,0.13,1.06,1.54,2.25,0.32,-0.12,1.22,3.73,0.68,0.66,0.34,1.44,0.38,-2.16,1.51,0.74,1.0,0.53,1.46,0.65
1.03,-1.91,-0.15,0.69,0.98,0.06,1.26,1.98,0.85,2.28,2.84,2.13,0.33,1.58,0.62,0.86,2.16,2.1,-0.53,-1.17,1.67,-1.65,-5.59,-0.12,0.31
-0.19,-1.09,-0.63,-0.58,-0.22,-0.17,2.07,2.59,4.93,2.66,3.59,1.14,0.24,0.8,-0.49,1.03,-1.3,2.63,0.21,0.81,0.12,-0.17,1.47,-1.42,0.08
-3.03,-1.15,-2.72,-3.5,-1.39,1.45,-0.71,-1.45,-0.27,-0.99,-0.55,-0.79,-0.54,-0.01,0.04,0.03,-0.55,-0.72,-1.08,-0.31,0.91,0.86,2.18,0.34,-0.52
-4.5,-3.56,-3.24,-0.78,-11.36,-1.01,1.02,0.19,1.18,0.86,1.61,1.14,7.89,-0.22,0.25,0.09,-0.28,0.88,-0.27,-1.66,-2.54,-5.32,-0.54,-7.17,0.0
-3.17,-0.21,-3.07,-1.55,-0.14,-0.85,0.0,-2.62,-3.97,-1.0,-0.61,-0.22,-2.28,0.17,-0.92,-0.18,-1.08,-0.26,-0.57,0.92,-0.42,0.61,0.21,0.64,-0.18
-0.22,1.57,-0.13,-0.77,0.16,-1.43,2.32,1.97,2.76,0.45,0.07,0.81,3.04,-0.53,-0.32,-0.48,-0.69,0.34,-0.69,-1.49,-1.22,-2.08,0.18,-1.29,0.19
-0.57,-1.12,-1.04,0.23,0.52,-1.32,0.59,0.0,2.04,0.65,-0.07,0.02,-3.62,-0.12,0.48,-0.15,0.85,-1.07,-6.26,-1.67,0.12,-0.32,0.93,-0.97,0.16
-2.02,-1.52,-2.13,-1.9,-1.7,-3.31,-1.08,0.32,2.31,-1.58,-1.09,-1.02,0.95,-0.26,-1.01,-0.27,-1.03,-0.55,-3.06,-0.75,7.2,-2.1,-2.26,-2.04,-0.92
-3.56,-3.21,-2.19,-2.78,-3.27,1.25,-0.4,-2.25,-2.57,-0.11,-0.62,-0.85,-5.36,-0.36,-1.61,-0.61,-0.47,-0.3,-1.15,9.57,0.73,0.29,-0.77,-0.06,-0.51
-9.17,-11.16,-5.92,-0.17,-1.07,-6.84,-6.57,-15.52,-13.55,-5.34,-4.32,-3.48,-22.36,1.32,-1.75,1.47,-1.43,-2.04,-3.44,7.63,1.9,2.57,1.22,2.43,-0.9
1.94,1.56,0.08,3.37,1.23,1.61,0.53,0.08,-0.12,0.03,1.24,0.06,4.44,0.77,1.43,0.57,0.9,1.27,3.71,0.1,-0.95,0.8,1.18,1.47,0.98
1.62,-1.02,-1.31,1.56,-0.74,-0.07,0.0,-0.39,-1.28,-0.47,-0.19,-1.35,7.5,-0.53,-0.6,-1.05,-1.11,-0.83,-0.42,-2.17,-1.11,-1.43,-0.98,-2.55,-0.94
-0.09,-0.75,1.5,0.44,1.15,1.66,5.51,3.2,3.65,3.42,4.13,2.16,-4.2,-0.21,0.64,0.42,0.0,0.73,1.14,0.31,0.26,0.06,-0.45,0.59,0.02
-1.41,-1.13,-1.55,-1.73,-2.55,-1.7,0.7,1.82,0.24,-3.28,-2.31,-0.55,-5.74,-0.65,-0.16,0.63,-1.03,-0.39,-0.38,0.15,-0.71,-0.89,-1.64,-0.96,-0.37
-0.44,-0.48,-0.28,0.0,0.22,0.05,1.3,1.78,0.71,-0.12,0.6,0.76,4.61,-0.19,0.97,1.08,1.46,0.72,1.08,0.61,0.46,1.35,1.6,0.6,0.6
-0.87,-1.34,0.2,-0.35,-0.51,0.05,0.1,0.58,0.12,0.61,0.22,-0.1,-4.59,-0.43,-0.34,-0.21,0.61,-0.4,1.27,-0.86,-1.18,-0.77,-0.33,-1.17,-0.21
1.32,0.59,2.34,1.58,2.7,1.4,4.82,2.32,2.6,1.38,2.16,1.03,-0.38,0.47,1.24,1.28,0.73,1.66,1.52,1.07,1.49,2.25,1.05,3.12,1.37
0.06,0.11,0.06,-0.3,-1.4,-0.63,2.44,1.91,3.57,2.32,1.35,2.64,3.87,0.59,1.74,0.73,1.17,0.63,1.76,0.59,0.16,0.72,2.28,1.03,0.7
-2.05,-1.89,-1.15,-1.7,-0.99,-1.74,-0.82,-0.35,0.33,-1.26,-1.3,0.1,-0.66,-0.4,-0.32,0.23,0.47,-0.33,0.79,0.93,1.34,-0.16,0.49,-0.44,-0.02
0.44,2.33,1.03,0.84,0.53,1.29,0.74,-0.14,0.44,0.19,0.4,0.59,5.49,0.14,0.16,0.52,3.36,0.77,-0.06,-0.37,-0.08,1.18,0.26,0.83,0.43
0.82,-0.47,-0.63,0.79,-2.34,0.35,-3.02,-4.34,-1.82,-0.03,-0.58,-0.26,0.11,-0.33,-0.39,0.26,-0.96,-0.25,-0.49,1.48,-0.48,0.42,0.59,1.3,-0.1
-0.34,4.91,-3.18,-6.65,-6.9,-0.75,-11.81,-11.62,-14.72,-6.8,-7.71,-5.42,-16.41,3.64,-0.27,0.12,-3.68,3.31,-2.52,-1.04,-4.09,-2.36,-1.6,-5.4,-0.85
-4.53,2.11,-4.31,-3.6,-3.08,-5.41,-3.0,-2.4,-2.96,-1.64,-2.61,-2.27,1.51,0.28,0.25,0.72,-1.04,-0.16,0.12,0.57,0.87,-0.01,-0.15,-0.62,-0.18
0.43,-1.65,-0.59,-0.56,0.25,0.15,0.66,1.02,0.61,-0.02,0.49,-0.21,-1.99,-0.61,-0.28,-0.57,-0.19,-0.44,-0.33,-0.7,-0.3,0.09,-0.25,-0.28,-0.18
-4.43,-0.24,-1.29,-2.24,-1.09,-0.4,0.11,1.34,0.54,0.32,1.42,0.15,-5.24,0.2,2.51,-0.11,0.06,1.02,0.42,0.46,-0.18,-1.19,0.25,1.41,0.31
0.69,-1.53,-0.81,-0.03,-0.19,-0.1,5.48,3.89,4.83,-0.68,0.96,-0.53,-1.69,-0.99,-2.8,-1.53,0.89,-0.7,-2.28,-1.55,-1.2,-2.62,0.62,-0.52,-0.33
1.26,0.06,-0.67,0.21,-0.25,0.7,6.76,2.31,4.35,1.45,2.33,0.71,2.18,0.92,0.45,0.82,0.98,0.6,-0.24,1.08,0.31,0.29,1.07,-0.12,0.58
1.04,0.75,1.65,1.52,1.0,1.25,3.41,1.79,3.13,0.41,1.16,0.64,-3.91,-0.31,0.2,0.72,0.34,-0.24,0.85,0.25,0.89,0.32,0.29,2.24,0.27
-0.43,-1.19,-1.29,-0.31,-0.77,-0.64,0.85,0.38,0.36,-0.14,0.73,-0.55,0.0,0.24,1.4,-0.81,-0.78,-0.21,-0.38,-0.73,-0.41,0.22,-0.73,-0.39,-0.17
1.47,0.12,-0.9,-0.62,2.21,-1.66,4.39,4.57,5.75,3.05,3.41,2.0,2.82,0.79,1.12,0.35,1.92,0.94,0.58,1.62,1.03,0.63,1.59,1.8,1.34
-10.81,-1.4,-4.48,-8.17,-3.52,-3.23,-20.48,-16.11,-17.49,-7.07,-10.15,-4.59,-8.9,-1.49,-3.12,-1.79,-4.91,-1.37,-2.81,-3.2,-2.61,-3.8,-5.64,-4.01,-3.59
-6.58,-2.08,-1.47,-5.17,3.43,-4.05,-20.92,-8.77,-5.77,-1.66,-3.71,-1.53,-7.6,0.8,-1.02,-0.5,0.75,-0.13,-1.46,-1.09,-2.77,-1.03,-2.11,-2.81,-1.81
5.94,2.09,1.89,3.93,2.42,1.82,3.84,0.48,2.16,2.08,4.24,2.42,6.78,1.44,0.49,1.89,2.06,1.17,1.68,2.4,3.42,1.76,1.53,2.09,1.78
3.47,2.87,1.73,4.53,-0.5,3.9,4.11,0.85,-0.56,2.17,2.52,1.89,1.35,0.93,2.64,1.66,2.18,1.3,0.87,1.08,1.3,0.6,1.89,2.22,1.7
2.2,4.12,1.04,0.52,1.12,0.82,0.0,0.56,-2.56,2.12,2.97,0.77,-0.64,1.65,0.98,0.57,1.92,0.48,1.27,0.0,0.11,1.17,2.24,1.25,1.36
21.69,-2.86,8.37,8.59,15.52,8.14,2.37,1.59,1.6,6.29,4.54,1.99,7.35,1.4,3.37,3.12,-1.94,0.2,1.33,3.77,2.19,3.59,4.11,4.57,2.55
4.15,1.64,2.68,3.59,1.16,1.82,3.08,3.77,4.23,2.93,3.09,1.39,6.48,0.15,0.17,1.68,0.28,-0.45,1.98,-0.19,0.44,0.55,1.43,0.43,0.53
0.03,-1.03,0.28,-2.44,0.16,-0.02,-0.25,0.44,-0.76,-0.55,0.04,-2.51,-0.7,-0.15,-0.03,-0.41,0.31,0.35,-0.01,-0.78,-0.37,-0.15,-0.31,-0.07,-0.09
0.39,-0.52,-1.23,0.3,0.09,0.05,1.25,0.97,0.76,1.05,0.71,1.19,2.8,0.11,-1.02,-0.35,-0.77,-0.41,1.06,0.09,2.15,1.94,0.05,0.48,0.24
-0.06,-1.94,-0.58,1.07,-1.1,-1.07,-2.1,-1.05,-3.65,-1.18,-0.07,0.19,0.17,1.71,-0.61,0.0,-1.43,1.31,0.04,0.53,1.04,0.43,-0.18,-1.61,-0.14
-0.25,-2.04,-0.59,-0.79,-0.5,-1.62,1.39,2.21,2.07,0.22,2.09,0.5,4.38,-0.09,0.22,0.11,0.98,0.3,0.09,0.78,1.09,0.57,1.12,5.31,0.43
-2.67,-1.04,1.92,-4.2,-0.64,-11.21,0.25,0.35,0.98,-1.06,0.31,-0.64,-0.37,0.01,0.0,0.08,-1.68,-0.1,-0.53,-0.17,-1.07,-0.35,-0.56,-0.2,-0.36
4.0,2.02,-0.17,1.14,6.39,1.37,-0.5,-0.6,-0.62,0.22,0.17,0.04,-6.78,-0.1,0.05,0.08,0.41,0.57,-0.77,0.06,0.32,0.56,1.01,1.38,0.46
-1.54,-0.99,1.24,0.0,-2.25,-1.24,-0.5,0.87,0.35,0.06,0.73,-0.41,0.13,-0.11,-0.44,0.11,-0.54,-1.36,-1.34,-0.7,0.52,-0.4,0.36,0.28,-0.3
2.09,-0.56,1.73,0.18,2.43,2.46,-0.75,-0.6,-1.53,0.4,0.34,-0.31,0.88,0.21,-0.34,0.14,0.44,-0.02,-0.69,-0.54,-0.34,-0.18,-0.33,0.05,0.03
-0.96,-4.55,2.01,-1.26,-0.95,-2.09,0.51,0.52,-3.88,-0.11,-0.72,0.06,1.91,-0.3,0.41,0.05,-0.16,-0.01,6.5,0.15,1.75,0.45,-0.18,-1.0,-0.12
